Group -> 0 	| 0.721928 -> 1 | index -> 0 | features chosen -> 0 | 1 1 0 0 
Group -> 16 	| 0.170951 -> 1 | index -> 2 | features chosen -> 1 | 1 1 1 1 
Group -> 16 	| 0.970951 -> 0 | index -> 0 | features chosen -> 2 | 0 1 0 0 
Group -> 16 	| 0.419973 -> 1 | index -> 1 | features chosen -> 2 | 1 0 1 1 
Group -> 16 	| 0.170951 -> 1 | index -> 2 | features chosen -> 2 | 1 1 1 1 
Group -> 16 	| 0.970951 -> 0 | index -> 0 | features chosen -> 2 | 0 1 0 0 
Group -> 16 	| 0.419973 -> 1 | index -> 1 | features chosen -> 2 | 1 0 1 1 
Group -> 16 	| 0.170951 -> 1 | index -> 2 | features chosen -> 2 | 1 1 1 1 
Group -> 16 	| 0.721928 -> 0 | index -> 0 | features chosen -> 0 | 0 1 0 0 
Group -> 16 	| 0.321928 -> 0 | index -> 1 | features chosen -> 1 | 1 0 1 1 
Group -> 16 	| 0.170951 -> 1 | index -> 2 | features chosen -> 0 | 1 1 1 1 
Group -> 16 	| 0.970951 -> 0 | index -> 0 | features chosen -> 2 | 0 1 0 0 
Group -> 16 	| 0.721928 -> 0 | index -> 1 | features chosen -> 1 | 1 0 1 1 
Group -> 16 	| 0.419973 -> 1 | index -> 2 | features chosen -> 2 | 1 1 1 1 
Group -> 16 	| 0.970951 -> 0 | index -> 0 | features chosen -> 2 | 0 1 0 0 
Group -> 16 	| 0.419973 -> 1 | index -> 1 | features chosen -> 2 | 1 0 1 1 
Group -> 16 	| 0.170951 -> 1 | index -> 2 | features chosen -> 2 | 1 1 1 1 
Group -> 17 	| 0.721928 -> 0 | index -> 0 | features chosen -> 2 | 1 1 0 0 
Group -> 17 	| 0.170951 -> 1 | index -> 1 | features chosen -> 2 | 1 1 1 1 
Group -> 17 	| 0.170951 -> 1 | index -> 2 | features chosen -> 2 | 1 1 1 1 
Group -> 17 	| 0.970951 -> 0 | index -> 0 | features chosen -> 2 | 1 1 0 0 
Group -> 17 	| 0.419973 -> 1 | index -> 1 | features chosen -> 2 | 1 1 1 1 
Group -> 17 	| 0.170951 -> 1 | index -> 2 | features chosen -> 2 | 1 1 1 1 
Group -> 17 	| 0.970951 -> 0 | index -> 0 | features chosen -> 2 | 1 1 0 0 
Group -> 17 	| 0.419973 -> 1 | index -> 1 | features chosen -> 2 | 1 1 1 1 
Group -> 17 	| 0.170951 -> 1 | index -> 2 | features chosen -> 2 | 1 1 1 1 
Group -> 17 	| 0.721928 -> 0 | index -> 0 | features chosen -> 2 | 1 1 0 0 
Group -> 17 	| 0.170951 -> 1 | index -> 1 | features chosen -> 2 | 1 1 1 1 
Group -> 17 	| 0.170951 -> 1 | index -> 2 | features chosen -> 2 | 1 1 1 1 
Group -> 17 	| 0.970951 -> 0 | index -> 0 | features chosen -> 2 | 1 1 0 0 
Group -> 17 	| 0.419973 -> 1 | index -> 1 | features chosen -> 2 | 1 1 1 1 
Group -> 17 	| 0.170951 -> 1 | index -> 2 | features chosen -> 2 | 1 1 1 1 
Group -> 17 	| 0.970951 -> 0 | index -> 0 | features chosen -> 2 | 1 1 0 0 
Group -> 17 	| 0.419973 -> 1 | index -> 1 | features chosen -> 2 | 1 1 1 1 
Group -> 17 	| 0.170951 -> 1 | index -> 2 | features chosen -> 2 | 1 1 1 1 
Group -> 18 	| 0.721928 -> 1 | index -> 0 | features chosen -> 0 | 1 1 0 0 
Group -> 18 	| 0.321928 -> 1 | index -> 1 | features chosen -> 1 | 1 1 1 1 
Group -> 18 	| 0.170951 -> 1 | index -> 2 | features chosen -> 0 | 1 1 1 1 
Group -> 18 	| 0.970951 -> 0 | index -> 0 | features chosen -> 2 | 1 1 0 0 
Group -> 18 	| 0.721928 -> 0 | index -> 1 | features chosen -> 1 | 1 0 1 1 
Group -> 18 	| 0.419973 -> 1 | index -> 2 | features chosen -> 2 | 1 1 1 1 
Group -> 18 	| 0.970951 -> 0 | index -> 0 | features chosen -> 2 | 1 1 0 0 
Group -> 18 	| 0.419973 -> 1 | index -> 1 | features chosen -> 2 | 1 1 1 1 
Group -> 18 	| 0.170951 -> 1 | index -> 2 | features chosen -> 2 | 1 1 1 1 
Group -> 18 	| 0.721928 -> 0 | index -> 0 | features chosen -> 2 | 1 1 0 0 
Group -> 18 	| 0.321928 -> 1 | index -> 1 | features chosen -> 1 | 1 1 1 1 
Group -> 18 	| 0.170951 -> 1 | index -> 2 | features chosen -> 1 | 1 1 1 1 
Group -> 18 	| 0.970951 -> 0 | index -> 0 | features chosen -> 2 | 1 1 0 0 
Group -> 18 	| 0.721928 -> 0 | index -> 1 | features chosen -> 1 | 1 0 1 1 
Group -> 18 	| 0.419973 -> 1 | index -> 2 | features chosen -> 2 | 1 1 1 1 
Group -> 18 	| 0.970951 -> 0 | index -> 0 | features chosen -> 2 | 1 1 0 0 
Group -> 18 	| 0.970951 -> 0 | index -> 1 | features chosen -> 1 | 1 0 1 1 
Group -> 18 	| 0.170951 -> 1 | index -> 2 | features chosen -> 1 | 1 1 1 1 
Group -> 19 	| 0.721928 -> 0 | index -> 0 | features chosen -> 2 | 0 1 0 0 
Group -> 19 	| 0.170951 -> 1 | index -> 1 | features chosen -> 2 | 1 1 1 0 
Group -> 19 	| 0.170951 -> 1 | index -> 2 | features chosen -> 2 | 1 1 1 1 
Group -> 19 	| 0.970951 -> 0 | index -> 0 | features chosen -> 2 | 0 1 0 0 
Group -> 19 	| 0.419973 -> 1 | index -> 1 | features chosen -> 2 | 1 1 1 1 
Group -> 19 	| 0.170951 -> 1 | index -> 2 | features chosen -> 2 | 1 1 1 1 
Group -> 19 	| 0.970951 -> 0 | index -> 0 | features chosen -> 2 | 1 1 0 0 
Group -> 19 	| 0.419973 -> 1 | index -> 1 | features chosen -> 2 | 1 1 1 1 
Group -> 19 	| 0.170951 -> 1 | index -> 2 | features chosen -> 2 | 1 1 1 1 
Group -> 19 	| 0.721928 -> 0 | index -> 0 | features chosen -> 0 | 0 1 0 0 
Group -> 19 	| 0.170951 -> 1 | index -> 1 | features chosen -> 0 | 1 1 1 0 
Group -> 19 	| 0.170951 -> 1 | index -> 2 | features chosen -> 0 | 1 1 1 1 
Group -> 19 	| 0.970951 -> 0 | index -> 0 | features chosen -> 2 | 0 1 0 0 
Group -> 19 	| 0.419973 -> 1 | index -> 1 | features chosen -> 2 | 1 1 1 1 
Group -> 19 	| 0.170951 -> 1 | index -> 2 | features chosen -> 2 | 1 1 1 1 
Group -> 19 	| 0.970951 -> 0 | index -> 0 | features chosen -> 2 | 0 1 0 0 
Group -> 19 	| 0.419973 -> 1 | index -> 1 | features chosen -> 2 | 1 1 1 1 
Group -> 19 	| 0.170951 -> 1 | index -> 2 | features chosen -> 2 | 1 1 1 1 
Group -> 20 	| 0.721928 -> 1 | index -> 0 | features chosen -> 0 | 1 1 0 0 
Group -> 20 	| 0.170951 -> 1 | index -> 1 | features chosen -> 0 | 1 1 1 1 
Group -> 20 	| 0.170951 -> 1 | index -> 2 | features chosen -> 0 | 1 1 1 1 
Group -> 20 	| 0.970951 -> 0 | index -> 0 | features chosen -> 2 | 1 1 0 0 
Group -> 20 	| 0.419973 -> 1 | index -> 1 | features chosen -> 2 | 1 1 1 1 
Group -> 20 	| 0.170951 -> 1 | index -> 2 | features chosen -> 2 | 1 1 1 1 
Group -> 20 	| 0.970951 -> 0 | index -> 0 | features chosen -> 2 | 1 1 0 0 
Group -> 20 	| 0.419973 -> 1 | index -> 1 | features chosen -> 2 | 1 1 1 1 
Group -> 20 	| 0.170951 -> 1 | index -> 2 | features chosen -> 2 | 1 1 1 1 
Group -> 20 	| 0.721928 -> 0 | index -> 0 | features chosen -> 2 | 1 1 0 0 
Group -> 20 	| 0.170951 -> 1 | index -> 1 | features chosen -> 2 | 1 1 1 1 
Group -> 20 	| 0.170951 -> 1 | index -> 2 | features chosen -> 2 | 1 1 1 1 
Group -> 20 	| 0.970951 -> 0 | index -> 0 | features chosen -> 2 | 1 1 0 0 
Group -> 20 	| 0.419973 -> 1 | index -> 1 | features chosen -> 2 | 1 1 1 1 
Group -> 20 	| 0.170951 -> 1 | index -> 2 | features chosen -> 2 | 1 1 1 1 
Group -> 20 	| 0.970951 -> 0 | index -> 0 | features chosen -> 2 | 1 1 0 0 
Group -> 20 	| 0.419973 -> 1 | index -> 1 | features chosen -> 2 | 1 1 1 1 
Group -> 20 	| 0.170951 -> 1 | index -> 2 | features chosen -> 2 | 1 1 1 1 
Group -> 21 	| 0.721928 -> 0 | index -> 0 | features chosen -> 2 | 1 1 0 0 
Group -> 21 	| 0.321928 -> 1 | index -> 1 | features chosen -> 1 | 1 1 1 1 
Group -> 21 	| 0.170951 -> 1 | index -> 2 | features chosen -> 1 | 1 1 1 1 
Group -> 21 	| 0.970951 -> 0 | index -> 0 | features chosen -> 2 | 1 1 0 0 
Group -> 21 	| 0.721928 -> 1 | index -> 1 | features chosen -> 1 | 1 1 1 1 
Group -> 21 	| 0.419973 -> 1 | index -> 2 | features chosen -> 2 | 1 1 1 1 
Group -> 21 	| 0.970951 -> 0 | index -> 0 | features chosen -> 2 | 1 1 0 0 
Group -> 21 	| 0.419973 -> 1 | index -> 1 | features chosen -> 2 | 1 1 1 1 
Group -> 21 	| 0.170951 -> 1 | index -> 2 | features chosen -> 2 | 1 1 1 1 
Group -> 21 	| 0.721928 -> 0 | index -> 0 | features chosen -> 2 | 1 1 0 0 
Group -> 21 	| 0.321928 -> 1 | index -> 1 | features chosen -> 1 | 1 1 1 1 
Group -> 21 	| 0.170951 -> 1 | index -> 2 | features chosen -> 1 | 1 1 1 1 
Group -> 21 	| 0.970951 -> 0 | index -> 0 | features chosen -> 2 | 1 1 0 0 
Group -> 21 	| 0.419973 -> 1 | index -> 1 | features chosen -> 2 | 1 1 1 1 
Group -> 21 	| 0.170951 -> 1 | index -> 2 | features chosen -> 2 | 1 1 1 1 
Group -> 21 	| 0.970951 -> 0 | index -> 0 | features chosen -> 2 | 1 1 0 0 
Group -> 21 	| 0.419973 -> 1 | index -> 1 | features chosen -> 2 | 1 1 1 1 
Group -> 21 	| 0.170951 -> 1 | index -> 2 | features chosen -> 2 | 1 1 1 1 
Group -> 22 	| 0.721928 -> 0 | index -> 0 | features chosen -> 0 | 0 1 0 0 
Group -> 22 	| 0.170951 -> 1 | index -> 1 | features chosen -> 0 | 1 1 1 1 
Group -> 22 	| 0.170951 -> 1 | index -> 2 | features chosen -> 0 | 1 1 1 1 
Group -> 22 	| 0.970951 -> 0 | index -> 0 | features chosen -> 0 | 0 1 0 0 
Group -> 22 	| 0.419973 -> 1 | index -> 1 | features chosen -> 0 | 1 1 1 1 
Group -> 22 	| 0.170951 -> 1 | index -> 2 | features chosen -> 0 | 1 1 1 1 
Group -> 22 	| 0.970951 -> 0 | index -> 0 | features chosen -> 0 | 0 1 0 0 
Group -> 22 	| 0.419973 -> 1 | index -> 1 | features chosen -> 0 | 1 1 1 1 
Group -> 22 	| 0.170951 -> 1 | index -> 2 | features chosen -> 0 | 1 1 1 1 
Group -> 22 	| 0.721928 -> 0 | index -> 0 | features chosen -> 0 | 0 1 0 0 
Group -> 22 	| 0.170951 -> 1 | index -> 1 | features chosen -> 0 | 1 1 1 1 
Group -> 22 	| 0.170951 -> 1 | index -> 2 | features chosen -> 0 | 1 1 1 1 
Group -> 22 	| 0.970951 -> 0 | index -> 0 | features chosen -> 0 | 0 1 0 0 
Group -> 22 	| 0.419973 -> 1 | index -> 1 | features chosen -> 0 | 1 1 1 1 
Group -> 22 	| 0.170951 -> 1 | index -> 2 | features chosen -> 0 | 1 1 1 1 
Group -> 22 	| 0.970951 -> 0 | index -> 0 | features chosen -> 0 | 0 1 0 0 
Group -> 22 	| 0.419973 -> 1 | index -> 1 | features chosen -> 0 | 1 1 1 1 
Group -> 22 	| 0.170951 -> 1 | index -> 2 | features chosen -> 0 | 1 1 1 1 
Group -> 23 	| 0.721928 -> 0 | index -> 0 | features chosen -> 2 | 0 1 0 0 
Group -> 23 	| 0.170951 -> 1 | index -> 1 | features chosen -> 2 | 1 1 1 1 
Group -> 23 	| 0.170951 -> 1 | index -> 2 | features chosen -> 2 | 1 1 1 1 
Group -> 23 	| 0.970951 -> 0 | index -> 0 | features chosen -> 2 | 0 1 0 0 
Group -> 23 	| 0.419973 -> 1 | index -> 1 | features chosen -> 2 | 1 1 1 1 
Group -> 23 	| 0.170951 -> 1 | index -> 2 | features chosen -> 2 | 1 1 1 1 
Group -> 23 	| 0.970951 -> 0 | index -> 0 | features chosen -> 2 | 0 1 0 0 
Group -> 23 	| 0.419973 -> 1 | index -> 1 | features chosen -> 2 | 1 1 1 1 
Group -> 23 	| 0.170951 -> 1 | index -> 2 | features chosen -> 2 | 1 0 1 1 
Group -> 23 	| 0.721928 -> 0 | index -> 0 | features chosen -> 0 | 0 1 0 0 
Group -> 23 	| 0.170951 -> 1 | index -> 1 | features chosen -> 0 | 1 1 1 1 
Group -> 23 	| 0.170951 -> 1 | index -> 2 | features chosen -> 0 | 1 1 1 1 
Group -> 23 	| 0.970951 -> 0 | index -> 0 | features chosen -> 2 | 0 1 0 0 
Group -> 23 	| 0.419973 -> 1 | index -> 1 | features chosen -> 2 | 1 1 1 1 
Group -> 23 	| 0.170951 -> 1 | index -> 2 | features chosen -> 2 | 1 0 1 1 
Group -> 23 	| 0.970951 -> 0 | index -> 0 | features chosen -> 2 | 0 1 0 0 
Group -> 23 	| 0.419973 -> 1 | index -> 1 | features chosen -> 2 | 1 1 1 1 
Group -> 23 	| 0.170951 -> 1 | index -> 2 | features chosen -> 2 | 1 1 1 1 
Group -> 24 	| 0.721928 -> 0 | index -> 0 | features chosen -> 2 | 1 1 0 0 
Group -> 24 	| 0.321928 -> 1 | index -> 1 | features chosen -> 1 | 1 1 1 1 
Group -> 24 	| 0.170951 -> 1 | index -> 2 | features chosen -> 1 | 1 1 1 1 
Group -> 24 	| 0.970951 -> 0 | index -> 0 | features chosen -> 2 | 1 1 0 0 
Group -> 24 	| 0.419973 -> 1 | index -> 1 | features chosen -> 1 | 1 1 1 1 
Group -> 24 	| 0.321928 -> 1 | index -> 2 | features chosen -> 2 | 1 1 1 1 
Group -> 24 	| 0.970951 -> 0 | index -> 0 | features chosen -> 2 | 1 1 0 0 
Group -> 24 	| 0.419973 -> 1 | index -> 1 | features chosen -> 2 | 1 1 1 1 
Group -> 24 	| 0.321928 -> 1 | index -> 2 | features chosen -> 1 | 1 1 1 1 
Group -> 24 	| 0.721928 -> 0 | index -> 0 | features chosen -> 2 | 1 1 0 0 
Group -> 24 	| 0.321928 -> 1 | index -> 1 | features chosen -> 1 | 1 1 1 1 
Group -> 24 	| 0.170951 -> 1 | index -> 2 | features chosen -> 1 | 1 1 1 1 
Group -> 24 	| 0.970951 -> 0 | index -> 0 | features chosen -> 2 | 1 1 0 0 
Group -> 24 	| 0.970951 -> 0 | index -> 1 | features chosen -> 1 | 1 1 1 1 
Group -> 24 	| 0.170951 -> 1 | index -> 2 | features chosen -> 1 | 1 0 1 1 
Group -> 24 	| 0.970951 -> 0 | index -> 0 | features chosen -> 2 | 1 1 0 0 
Group -> 24 	| 0.419973 -> 1 | index -> 1 | features chosen -> 2 | 1 1 1 1 
Group -> 24 	| 0.321928 -> 0 | index -> 2 | features chosen -> 1 | 1 0 1 1 
